Date;BETA0;BETA1;BETA2;BETA3;TAU1;TAU2
31/01/2000;21.8007666793646;-15.5886856563344;-27.753840663524;3.97275025685939;24.5393514528714;2.88322524307248
31/03/2000;12.1553401155168;-5.96160914841207;-16.3786521868007;2.40243229683225;24.9308839799118;1.77021460846863
28/04/2000;4.30390919285216;1.87929123261561;-4.8073027040907;1.33499883905996;19.737825571914;1.66614489319763
30/06/2000;5.58041249241665;0.428687418959697;-4.24859002413161;2.29214676083229;8.14620026107539;2.19709998645122
31/07/2000;5.54950190744799;0.557135901863792;-4.7958564201419;2.14909817252359;10.0508688230105;2.73329451493691
31/08/2000;5.63547864457497;0.483670153483999;-4.73460653770352;2.21545571986593;10.3085655188479;3.08079322926387
29/09/2000;5.18639001668734;0.799289429226494;-9.32019185423031;1.08376885815695;37.7533433241498;3.78201822319616
29/12/2000;-6.46431401800752;12.2372109192684;1.57853966714923;-1.65903986752357;49.9317205252306;0.830998912306234
28/02/2001;5.80142273644896;-0.752083575795693;-7.05315274591497;2.12451904750588;21.9994712874256;7.98109871124874
31/05/2001;2.82226534425081;1.99480475537955;1.09210567074093;1.99269274920123;14.4519919545265;3.90689816516085
31/07/2001;4.72493875544265;0.156270360856641;-4.00889294863009;3.36530783758296;13.3124059003143;5.51091443001779
28/09/2001;3.96554252756755;0.155251047137042;-1.92687511988311;4.62131168259504;1.77717468740344;3.20814192916723
31/10/2001;5.23900034593886;-1.58714940459235;-2.51495735361228;2.90884952134753;5.13477460782481;3.07975936634817
30/11/2001;4.37239367747791;-0.838709087916227;-2.6154095277666;4.01902491042312;1.23277053247726;1.77356084817798
31/01/2002;4.7231771935222;-1.21138110575702;-2.18645898236938;3.72816718846416;0.864286565614003;1.22796335723324
28/02/2002;4.89743520505684;-1.35498164763927;-1.5839106941701;3.40049124219294;1.40004209762854;1.58173223119599
30/04/2002;5.01044710730545;-1.28770553939469;-2.4754803118397;4.03185621774614;1.01904722119567;1.53093554770191
28/06/2002;3.35780292313281;0.257682925209193;4.97704000018151;1.33749221465574;4.61385130512272;1.05088104941833
31/07/2002;6.33791975822221;-2.7833573158455;-1.62054039976728;1.98571893841093;5.43621700686258;2.44214811071564
30/08/2002;0.176793934842533;5.32448829170732;-0.427707551452132;-5.22367127606142;57.1232752822723;0.634384386340719
31/01/2003;6.61715099602878;-2.11624296487885;-1.59876404983783;-2.8289877085519;32.7558187865875;0.761544251032436
28/02/2003;5.99077501374326;-2.67823729514662;-2.66951964190918;2.69901412775988;3.55561660557705;8.97002308869986E-09
31/03/2003;3.90297178063366;-0.483616342093598;-2.54771951486107;3.76261814608256;1.95970871026307;4.4893190716079
30/04/2003;5.49749145544157;-2.40697331818774;-2.11116511926277;2.08575914136913;4.47952330068211;3.98435469343226
30/05/2003;5.81794462567658;-2.46374759234399;-2.6188552382659;2.79749701278176;3.543978977359;3.62335589976588E-10
30/06/2003;5.86520522673729;-2.53743678590282;-2.42720677744555;2.71930614916303;3.43923745437293;8.83823249653298E-10
29/08/2003;4.82602722547103;-1.77300053270619;-2.82266205121297;3.28083411552997;1.13008813529991;1.15523139093166
30/09/2003;4.44315092586348;-1.07504859683369;0.979860059472863;1.45109272690765;2.23304261587793;27.9644914482392
31/10/2003;4.94258936987253;-1.49294759395943;0.949301397856872;2.12086533700392;3.21695133303679;1.69675571644849
28/11/2003;5.39451956198456;-1.84971132243498;-0.414158185040594;2.45244312541093;3.02132351664558;1.71242920303691
31/12/2003;5.07641204052809;-1.73808438547532;-3.15014024243401;3.6362584242391;1.22581354051204;1.11047349220253
30/01/2004;5.41864917588055;-1.55550866336418;-1.87430149806152;3.05527680841452;4.88373396631515;3.03020139340036
31/03/2004;6.55980154142801;-2.51999495236402;-1.57215464799666;1.48547633990232;10.7164448868868;2.17828680337363
30/04/2004;6.8146173560493;-2.6362506684101;-2.57763584536759;2.20198993256276;8.87283885582517;2.9132767007066
31/05/2004;6.95908626035543;-2.65774680739578;-3.30724879586101;3.11969520288131;6.68122633577302;2.09007491181388
30/06/2004;6.17513869085354;-1.58401159488813;-2.86628066720874;2.63662466082151;10.9803087169237;4.20372290110131
30/07/2004;6.39739299023857;-1.68089599945674;-3.19748950052721;2.39461137133573;12.9832865747059;3.93878478395264
31/08/2004;5.89200413665541;-1.218345992027;-2.431764646216;1.72107000236414;15.1265994099538;5.83503382826475
30/09/2004;5.69003980985527;-1.11824961506856;-2.45955047498687;1.91363135724025;13.824298682547;6.75057066897901
29/10/2004;5.78299454535123;-1.3267614564304;-2.50159671854923;1.79908915459089;13.5930107339274;6.4415075910384
30/11/2004;7.5962335377636;-3.30513004467627;-3.43374871714;0.87037130144492;15.4892643430851;3.20506632515357
31/12/2004;6.36053156555593;-2.08073265249018;-1.60178118177427;0.664881716009665;16.1504750201998;1.83483877006141
31/01/2005;5.69624378178271;-1.18045860678792;-1.88985316903021;0.879880728555917;16.9019667381276;9.06076443375412
28/02/2005;6.10604692118866;-1.52569788682784;-1.29803663137392;0.762752900012264;17.773649236227;1.41227461315621
30/06/2005;6.46927368140935;-2.60601818270889;-2.63776018615467;2.1019512206141;8.78644757962918;0.256014877705384
30/11/2005;5.39497678305819;-0.962147746414832;-1.99619818646402;-0.122204261628187;22.6519149963901;1.59434514112914
30/12/2005;5.17827183907034;-0.958977541480208;-2.08163363774399;0.337368839253962;19.4583545099164;3.18120055947161
28/02/2006;5.32889433164542;-1.02759339903926;-2.20179116957978;0.547098998613969;19.2409050239359;1.76272602389143
31/03/2006;6.48555730148823;-2.06244241485335;-3.30684245936817;0.706913531588277;18.8835241377788;2.88366792896618
28/04/2006;6.63220210860938;-2.13878502772722;-2.7460172368163;0.967770461169032;17.0774469813897;2.53083510878571
31/05/2006;5.5014677690397;-0.825032659445665;-2.10098011561087;0.64461321528575;20.5970736530816;2.7719353946312
30/06/2006;6.82553523398435;-2.17104869537415;-2.95753890052573;0.875540498501979;18.4363939033108;2.04637417335131
31/07/2006;5.27296404550634;-0.563276297559435;-1.41833430531266;0.434152772288946;21.2313226839203;1.54487365070262
31/08/2006;4.80148265800544;0.111275588963688;-2.4806081617388;0.342063142343651;25.4392374223476;0.657328638561968
29/09/2006;4.89722835318965;0.0510047497969097;-2.74845181347097;0.439340583396041;25.5158158739742;0.418830525734752
30/11/2006;5.2012143092951;0.034633151946003;-4.59051045969306;2.08747168186493;7.65126387509785;4.590465108595
29/12/2006;2.96577157578704;2.4246129954213;-2.45896116317271;0.0638575375165532;31.8215129227821;1.26199388251123
31/01/2007;5.17944886798446;0.360961599112111;-4.57952486157029;0.589529920183694;30.796863906929;1.33676673805931
28/02/2007;5.39910354492447;0.044782416331566;-3.95465992377419;2.26112919570118;5.59667827794063;2.73525628295583
30/03/2007;5.29140666722441;0.176780863667919;-4.0047522214097;0.598712900554038;29.2370109640623;1.08063482567818
30/04/2007;4.40722176412778;1.06932682935152;-2.35527530618315;0.784865216893176;27.4087998207808;0.876287322279895
31/05/2007;6.28811079376978;-0.821092421228962;-3.58756653476564;1.59936067774152;22.443862320108;1.30721578304394
29/06/2007;6.72276202852022;-1.21166654400488;-3.72581248626093;1.79163009027849;21.1732758617276;1.96689489324788
28/09/2007;7.32799657936544;-2.21617665396753;-3.48861752853047;3.7941102820748;9.02907464596188;0.08033679984556
31/10/2007;7.24227323431728;-2.15682483471084;-3.48674054786705;2.75087966188772;13.3585747790919;0.133164038358655
30/11/2007;7.33722651191769;-2.90441036386069;-2.90893507390782;2.36875739941507;11.6282488159907;0.191359462300118
31/03/2008;8.41423562053339;-3.87676974250584;-1.22664749935257;-2.65466923997089;28.6162877463319;2.02601036291524
29/08/2008;7.24702800251459;-2.89315476573659;-3.37147667084011;2.33420220398533;10.4434743016864;0.207652650821632
31/10/2008;5.04316364081608;-2.28973932086956;-2.14050143812579;2.61201176315877;1.24383562431094;2.5627253457926E-11
28/11/2008;4.19059861524162;3.11072672473962;-12.7725261356098;1.98094221338724;0.361581725809733;2.63607384659886E-08
30/04/2009;4.32876594561877;-1.41339411970578;-9.9060609540583;11.3749705614775;0.701074970584178;3.16278301574492E-10
29/05/2009;2.24934013903623;1.15042719784052;-1.96852746603762;0.546749664009293;0.303429217550761;8.78437858746829E-09
31/07/2009;4.51011647751933;9.57550504599953;-19.3368480800321;-9.96284942566227;0.445086081891265;0.202734139860698
30/09/2009;4.33830001590715;6.48440026678255;-17.5205732560675;-3.77709869604323;0.444513280524042;0.556012942706129
30/10/2009;4.44671317374507;2.85696073094584;-23.6163614031579;6.78761760990404;0.51843051661281;0.516046764364014
29/01/2010;5.01111483686275;-1.40758820560897;-11.9354159651733;12.7837680206057;0.699345377617392;1.05490446372149E-09
26/02/2010;5.5046498532338;-2.31414256405087;-12.4144956374187;15.5309341215735;0.858266106224439;2.22144704943526E-09
31/05/2010;5.45725084292683;-4.53277472900568;-6.90660160042065;18.5509682176785;1.4520971206675;2.58271408788646E-09
30/07/2010;4.45083307140542;8.2259754668608;-2.98340310116546;-13.0074956336702;2.45621826781212E-10;0.783699368902661
30/09/2010;3.7501442888526;5.10517790516494;-17.9449089302846;-1.08490070923581;0.612491081688045;0.24311934248149
29/10/2010;5.83510041570034;-5.38381949737403;-6.01863500453103;20.655188554264;2.30916845199227;0.00631726404114728
30/11/2010;4.4211442228745;8.10295750804362;-1.65007601832832;-13.2453109900896;1.03660336432951E-10;0.816200754504618
31/12/2010;4.59153882181065;-1.0329114385842;-11.6335885538149;11.4210515899038;0.824394815989957;2.39557510009506E-10
31/01/2011;5.26864710959235;-8.92001577822541;-39.4437504883292;40.1467971929306;0.855276023035618;0.695766845614526
28/02/2011;5.11365499592015;-3.95970102128097;-6.06376064793428;16.5963714532047;1.26993098068663;3.04814301915598E-11
29/04/2011;4.57815779464082;-2.13905077033023;-8.97692482697709;12.9522404561289;0.904584299015025;1.81461804317636E-10
30/06/2011;4.83548369790719;-1.64147565507866;-11.3208288873818;12.948262002322;0.970245280879146;2.46137472638905E-09
31/08/2011;4.3790252738982;-2.93866952790521;-7.39989401268775;14.0589252340976;1.49722724315637;4.02724775161684E-11
30/11/2011;3.84932011338446;-6.44322557001676;-29.7077583223329;29.5833324521812;1.02643135878853;0.774183539738132
30/12/2011;2.675018919442;7.41103143026008;-13.5574571690814;-10.7000666375647;0.747693939878395;0.250303130451045
29/02/2012;6.17476796334546;-6.12686309008463;-6.2508770410099;24.4292678510861;3.87845856119919;0.0134310762689247
31/05/2012;3.11715344055386;-2.65826707093875;4.1729124548149;-3.60387920597917;10.0633041414453;2.79020306092832
31/07/2012;4.38277147601581;-4.07365783619034;-5.86845402846551;-2.65225493588932;3.02063868640522;93.971719603152
31/08/2012;0.520767571176872;0.208751907424095;-0.110135190526457;0.0541302325931739;0.0000129576216870084;0.0000435501030677248
28/09/2012;101205.701921989;-101205.844204841;22290.5675073907;-41055.15938235;251963.196692957;362769.533318508
31/10/2012;3.15989775348301;-1.63910404054215;-7.25234211838718;12.6549863054217;1.41889464229182;7.07838016858169E-11
31/01/2013;5.56999184803667;-5.824636274389;-4.6851064991377;22.4593202386648;3.81936509860745;0.0191932188818075
29/03/2013;222908.789353629;-222908.965530984;32528.7942996266;-74537.3568189692;520151.557162778;895267.3146342
28/06/2013;3.88692944170855;6.47258999392766;-18.8658947383931;-3.80201285971599;0.472929152553625;2.20687420238211
31/07/2013;4.02151767214298;-7.63539175363236;-32.2946729280345;33.365950873937;0.972745556743864;0.728742809860606
30/08/2013;3.41546409737977;-2.38334066715998;-19.834033712136;16.3781061307987;2.16217322380852;2.88239188939139
31/10/2013;4.69614569630723;-5.68878011762448;-3.80970967229583;19.3672916875034;2.19648755959302;0.0466798493146831
31/01/2014;4.13623525536852;-3.40958191701223;-6.12922645997407;14.4040123844384;1.34897543960695;0.00690695564654419
31/03/2014;3.70613334405753;-1.43160953859033;-8.4050938013957;10.2744219030257;0.880847796015069;7.42552355514575E-10
30/04/2014;3.48445410769822;-0.224543857617542;-9.83983724360759;7.81544319426681;0.734917450335278;3.42514419017009E-09
30/05/2014;3.69212901938392;-3.06002161634084;-4.59012559298132;12.6051862058911;1.27340913729859;1.49398315572196E-09
30/06/2014;1.67930743410845;0.865082634230029;-1.32953530732664;0.39135477478819;0.277999690407697;1.65268438651256E-08
31/07/2014;3.17542072445668;6.76243845513843;-13.7550315369763;-6.94032497074851;0.525779286496956;0.218908393718595
29/08/2014;3.06159649376387;-1.92462294124137;-4.9017481469625;9.47400115138963;0.94399980542804;7.41897244458372E-10
31/12/2014;2.53970800510418;-2.61950671961584;-2.37990579310256;10.2509664181332;1.48715187605712;0.0206948715387918
30/01/2015;1.70302298051381;2.6489240909057;0.380176006479193;-4.74139503638143;5.36424943565085E-10;0.763868459122134
31/03/2015;2.04148672821073;-0.274355882004699;-5.25098008452856;4.36563607254941;0.79812782623179;3.78592324467248E-08
29/05/2015;2.32641012301487;-6.04694711806375;18.5200235579032;-6.29320668107649;2.11907435896243E-10;0.765281511265785
30/06/2015;2.65925806786671;-7.87910746095508;-22.7716881857078;29.0843417942649;0.642643353829963;0.481917495714323
31/07/2015;2.4539937232266;-3.53291459903761;16.5855254057498;-17.7685711766924;0.568325358909154;0.701180326075096
31/08/2015;1.13940427939572;0.537686882348743;-0.669070297383539;0.353579624790049;0.251503671893345;1.3038815916713E-08
30/09/2015;2.26976678670442;-3.57603496414655;12.7313589096286;-6.12049009958525;2.6606326893914E-10;0.816099200447452
29/01/2016;0.783067565286448;0.368477548469028;-0.365965442277752;0.241199953028382;0.0000117425439498599;1.38988559444667E-07
31/03/2016;1.95112457520904;-2.4981076415277;7.76402962896343;-5.41652503316469;3.02698325461874E-10;0.943265518259119
29/04/2016;2.15192270325039;-0.36183829649488;5.03113653440478;-5.87108963893817;7.13023399507169E-06;0.899937284563197
31/05/2016;1.9531188166993;0.390931895937871;2.16448804335976;-5.40417006457358;1.161314096679E-09;0.884688702380238
30/06/2016;142974.579340619;-142974.583051075;-36329.9058407286;20397.2485146956;737166.284974964;613286.498590278
29/07/2016;1.7714903662124;-1.52932555394169;-2.59237250231818;0.139468256535793;2.71816840273302;22.0028016771234
30/09/2016;5.28542557362565;-5.08494185859135;-6.66165139746064;1.50507988627113;6.92589145465048;43.1419372823681
31/10/2016;3.89208792120418;-3.65985921012596;-3.87161666860177;-1.8427371247471;3.86662359672621;43.2773304452864
30/11/2016;2.02775545429441;-2.36199879615247;3.0789588004676;-6.73172267457928;8.32840817500211E-10;0.913275657629007
28/02/2017;2.4916693194128;-2.17478172415506;-3.75819790314584;-0.926772286157479;2.16733609422344;43.8967697451598
31/03/2017;2.31134806907622;-1.94669312936763;-3.60342029323883;-0.266879203189462;2.08339466047658;34.7722038300924
28/04/2017;2.92800840582981;-2.71471050016174;-3.91553723785253;-7.89178698240399;2.39641766860472;120.513724859528
31/05/2017;2.69816491050866;-2.33046871540036;-3.90571935034922;-3.29274887562257;2.32466576855648;61.218599480104
30/06/2017;1.6888693865862;19.4080518124478;13.5375349180889;-4.89313375393841;2.93184963536229E-11;0.947671611659659
31/07/2017;2.02247560117969;-1.530047505572;2.87760757790681;-2.63723731632244;9.54143009107311;2.36466331923629
31/08/2017;61505.2841309965;-61505.3277512032;-6479.4465772674;27497.9699427706;376766.914407958;381007.294751068
29/09/2017;0.730329064040654;0.346912633053947;-0.316491141764278;0.218369738820476;0.0000019493626211002;1.66084073023925E-07
30/11/2017;0.778918362795686;0.368083418629868;-0.357119776925435;0.233035485623871;2.43688346526536E-06;2.65085760113116E-06
31/01/2018;1.84791322343394;0.132219678721173;3.14707215245285;-4.26187952491082;6.21508020593137E-10;0.778879483767438
30/04/2018;1.78220297047713;-0.21637580691143;-3.44759733049176;3.79125079781316;0.874315478175944;1.89995949772681E-08
31/05/2018;1.81097028509415;-1.27213819680899;-1.83095342837113;0.752126617629244;1.6169398960228;0.0519153798530007
29/06/2018;1.65586737359075;-0.288161184600718;-2.9486061562812;3.65803351814673;0.96145982494044;3.71893436070972E-08
28/09/2018;1.82968365778083;-0.291526175187729;-3.60629706843212;2.98564974702422;0.812815576481832;0.0630312624196951
29/03/2019;2.81645014792197;-1.93712840606661;-1.91237110291988;-0.97410660801628;7.9220941236315;1.41060954577111
31/05/2019;0.98159183286672;1.76836702099637;-3.86664887802115;4.54277655653655;0.593002575838051;8.74425541791047E-06
28/06/2019;1.46537683332719;-0.581592851178295;-2.03608133934083;0.341430481955697;2.35042182779348;0.0715749836891023
29/11/2019;1.41206641109855;-0.582600347638278;-2.16580228307566;0.301574030384491;2.94366350389348;0.174208726364927
31/12/2019;1.83368170427781;-1.12951977286316;-1.03011955436652;-0.9065182429836;4.82612921656787;2.6714723294397
31/01/2020;0.878124036266256;0.0153896287695514;-1.69417765567177;1.10282420012847;2.14589206173702;1.573198823259E-10
30/06/2020;28714.9001064611;-28715.043840919;12334.2937932715;-50269.0126654641;173362.308245206;282391.859879858
31/07/2020;11.9689156116736;-11.9321023614121;-16.7668556888478;4.83117630472001;16.6577128569023;39.0689793285738
31/08/2020;5.06563054747091;-5.021333531634;-0.585481326990264;-1.43522260915915;28.9981929932685;3.77246511706252
30/09/2021;0.527339393130782;0.122533493685785;0.0390818415413578;0.0585061531114464;7.34482433460614E-07;1.44557704020647E-06
29/10/2021;0.75197361762159;0.37812125470935;-0.311725570996326;0.167473550725687;9.39953651240235E-07;4.27818057014764E-08
30/11/2021;0.539836921446801;0.3179593660144;-0.168371524248409;0.160516276235288;7.70962493691984E-07;3.18843925339442E-06
31/12/2021;1.0301161441637;0.628906167367754;-3.00373635480939;0.765899219444178;0.391653828601782;0.0904247474300107
31/01/2022;3.03682900719543;-2.06195543468173;-0.835955485064198;-2.85000976065321;15.69196876142;0.0272848474762174
28/02/2022;1.84574305865109;-0.748690636906207;-1.60769863160839;0.981774299260494;2.03338293124673;0.00445143894543176
31/03/2022;1.82376557613852;-0.700308016631266;-0.375499067752083;0.711397101607857;2.1186638574717;1.95395930505899E-08
29/04/2022;2.43536540328281;-1.04610986105215;-0.424715191469606;0.433352023614228;4.25200982591055;4.24313818315943E-09
30/06/2022;2.78963182976289;-1.2480926237113;-0.642287060153236;0.786982622320623;3.68991568133466;0.256207783005394
31/08/2022;3.77193424104321;-0.90023819308416;-1.61553868673419;1.12009057415397;9.83494807987386;7.10438251604999E-09
30/11/2022;4.09839771870847;-0.94878848567478;-2.3347685370384;0.924216771409567;11.8211349406147;4.83095353784201
30/12/2022;5.70003821460996;-2.15969662375961;-2.94983027427661;2.55105465721331;6.38325599930741;1.72158671033737E-10
31/03/2023;3.55363387771261;0.967303448954824;-2.20989092778071;1.55702903721019;1.10630301958305;0.192530054268813
28/04/2023;4.745880848091;-1.0373560132216;-2.09997208950477;1.98930853205561;6.04128830763177;0.256188740249001
29/09/2023;5.34662146859937;0.00811621123890873;-3.32419635025798;2.18587746228778;3.93381091942009;3.58741628989014E-09
31/10/2023;5.26541523765821;-0.0121416130018748;-2.91238419399096;2.24494168622231;3.24686219038654;2.29350358649482E-08
